,create_time,text
55,1619685770,@M– 你
56,1619685742,@嗝～ @栗究 @转身遇笕你 @满目星河璀璨 手一点，嘴一笑，小小评论，好笑好笑
57,1619685686,@小万同学吖 @依旧.♡ [黑脸]笑喷
58,1619685668,@老余不吃香菜
59,1619685481,@1 嗯
60,1619685460,@小新爱美女... 这说的不就是你吗[可怜]
61,1619685452,不多金，也不帅，小小少年，共勉共勉
62,1619685327,人没钱，还没房，看见美女，防不胜防[看][看][看]
63,1619685322,没点赞，没评论，小小阿伟，还推还推[泣不成声]
64,1619685319,@旧巷听风＆ @你的程某 @吾用一生渡一劫 @叶鲸落丶 @余生还在.
65,1619685288,上有老 下有小 茫茫人生 难搞难搞
66,1619685190,龙不吟，虎不啸，小小马超，可笑可笑
67,1619685099,班不上，学不读，这年轻人，全靠父母。
68,1619685096,眼不尖，人不闲。小小貌见，肤浅肤浅。@陌陌
69,1619685081,@上课从来不睡觉
70,1619685045,@木易 @青禾 @风再起时 @张  (小号) @幸会
71,1619684811,@草莓奶奶. 你看，他好像再说你哎[泪奔]
72,1619684671,@江南未寒🍂 @小周不捡垃圾 @一只喵科动物
73,1619684667,人不高，脸不帅，口袋空空，哪来自信
74,1619684600,@丑丑li 说的好像你[捂脸][捂脸][捂脸]
75,1619684505,@㤙
76,1619684448,@k 有女友，不让亲，不让抱，难搞难搞[看]
77,1619684396,@磊磊的宝贝 [泣不成声]
78,1619684320,古代要是有网友的话，诗仙名号怎么会轮得上李白
79,1619684283,@再睡一会儿
80,1619685322,没点赞，没评论，小小阿伟，还推还推[泣不成声]
81,1619685319,@旧巷听风＆ @你的程某 @吾用一生渡一劫 @叶鲸落丶 @余生还在.
82,1619685288,上有老 下有小 茫茫人生 难搞难搞
83,1619685190,龙不吟，虎不啸，小小马超，可笑可笑
84,1619685099,班不上，学不读，这年轻人，全靠父母。
85,1619685096,眼不尖，人不闲。小小貌见，肤浅肤浅。@陌陌
86,1619685081,@上课从来不睡觉
87,1619685045,@木易 @青禾 @风再起时 @张  (小号) @幸会
88,1619684811,@草莓奶奶. 你看，他好像再说你哎[泪奔]
89,1619684671,@江南未寒🍂 @小周不捡垃圾 @一只喵科动物
90,1619684667,人不高，脸不帅，口袋空空，哪来自信
91,1619684600,@丑丑li 说的好像你[捂脸][捂脸][捂脸]
92,1619684505,@㤙
93,1619684448,@k 有女友，不让亲，不让抱，难搞难搞[看]
94,1619684396,@磊磊的宝贝 [泣不成声]
95,1619684320,古代要是有网友的话，诗仙名号怎么会轮得上李白
96,1619684283,@再睡一会儿
97,1619684276,蛋不卤，肉不烤，丁点食物，无法饱肚。
98,1619684256,@山河 @kobe @D @肥肥わ @JSONG 看评论[捂脸][捂脸]
99,1619684209,@熱 愛 夏 天 [看]
100,1619685096,眼不尖，人不闲。小小貌见，肤浅肤浅。@陌陌
101,1619685081,@上课从来不睡觉
102,1619685045,@木易 @青禾 @风再起时 @张  (小号) @幸会
103,1619684811,@草莓奶奶. 你看，他好像再说你哎[泪奔]
104,1619684671,@江南未寒🍂 @小周不捡垃圾 @一只喵科动物
105,1619684667,人不高，脸不帅，口袋空空，哪来自信
106,1619684600,@丑丑li 说的好像你[捂脸][捂脸][捂脸]
107,1619684505,@㤙
108,1619684448,@k 有女友，不让亲，不让抱，难搞难搞[看]
109,1619684396,@磊磊的宝贝 [泣不成声]
110,1619684320,古代要是有网友的话，诗仙名号怎么会轮得上李白
111,1619684283,@再睡一会儿
112,1619684276,蛋不卤，肉不烤，丁点食物，无法饱肚。
113,1619684256,@山河 @kobe @D @肥肥わ @JSONG 看评论[捂脸][捂脸]
114,1619684209,@熱 愛 夏 天 [看]
115,1619684014,摸不着，推不倒，出来喝酒，难搞难搞
116,1619683903,没胸肌 没腹肌 细细竹竿 可惜可惜
117,1619683821,@False.
118,1619683647,@你饿不饿 @李权豪不smoke @卯东 笑死
119,1619683261,打不过 跑不掉 小小东皇 卧c卧c
120,1619684505,@㤙
121,1619684448,@k 有女友，不让亲，不让抱，难搞难搞[看]
122,1619684396,@磊磊的宝贝 [泣不成声]
123,1619684320,古代要是有网友的话，诗仙名号怎么会轮得上李白
124,1619684283,@再睡一会儿
125,1619684276,蛋不卤，肉不烤，丁点食物，无法饱肚。
126,1619684256,@山河 @kobe @D @肥肥わ @JSONG 看评论[捂脸][捂脸]
127,1619684209,@熱 愛 夏 天 [看]
128,1619684014,摸不着，推不倒，出来喝酒，难搞难搞
129,1619683903,没胸肌 没腹肌 细细竹竿 可惜可惜
130,1619683821,@False.
131,1619683647,@你饿不饿 @李权豪不smoke @卯东 笑死
132,1619683261,打不过 跑不掉 小小东皇 卧c卧c
133,1619681325,@涵涵吃撑了 @睿睿饿死了 @修修又懵了 @崔崔长高了 @Some Nights 哈哈哈哈哈哈哈哈哈
134,1619681162,@R @宸宸不困 @6ix9ine @Kris.D @_ledawrldwide
135,1619689636,@噗呲~ [看]
136,1619689634,评论区不押韵的强行押韵[暗中观察][暗中观察][暗中观察][暗中观察][暗中观察]
137,1619689631,哇！好工整啊[捂脸][捂脸][捂脸]
138,1619689630,评论区，龙不吟，虎不啸，小小黑屋，可笑可笑[看]
139,1619689630,饭不吃 觉不睡 感情受累 造孽造孽
140,1619683903,没胸肌 没腹肌 细细竹竿 可惜可惜
141,1619683821,@False.
142,1619683647,@你饿不饿 @李权豪不smoke @卯东 笑死
143,1619683261,打不过 跑不掉 小小东皇 卧c卧c
144,1619681325,@涵涵吃撑了 @睿睿饿死了 @修修又懵了 @崔崔长高了 @Some Nights 哈哈哈哈哈哈哈哈哈
145,1619681162,@R @宸宸不困 @6ix9ine @Kris.D @_ledawrldwide
146,1619689674,一米六几，六块腹肌，单身17，可惜可惜
147,1619689664,"自古评论出人才，
千首绝句随手来。
若非生在新时代，
何来唐朝李太白。
唐朝若是有网友，
唐诗岂止三百首。
得亏李白走的早，
不然诗仙名难保。"
148,1619689658,@我与她吃橘子  🐻 @叶湘伦 @力👽 @起名好难
149,1619689657,人才济济
150,1619689652,没有钱，没有颜，挣得不多，想的不少[灵机一动]
151,1619689649,@蔡依晨
152,1619689645,@u
153,1619689636,@噗呲~ [看]
154,1619689634,@rapper 这在说你俩？[看][赞][赞]@雅马哈💚💚
155,1619689634,评论区不押韵的强行押韵[暗中观察][暗中观察][暗中观察][暗中观察][暗中观察]
156,1619689631,哇！好工整啊[捂脸][捂脸][捂脸]
157,1619689630,@什么张張呀📿 @S꯭ᴀ꯭ғ꯭ᴇᴛ꯭ʏ @～ @俺爹 看评论要笑死
158,1619689630,评论区，龙不吟，虎不啸，小小黑屋，可笑可笑[看]
159,1619689630,饭不吃 觉不睡 感情受累 造孽造孽
160,1619682552,天啊一直还挺喜欢她，这一近看……
161,1619686566,爱了[快哭了]
162,1619686288,兄弟跳的不错[机智]
163,1619686272,评论区恶意干嘛这么大，人家跳的好看不就行了
164,1619686206,关注那么久，从男到女，一直喜欢
165,1619685685,长相不重要，身材也不重要，主要喜欢看你笑
166,1619685580,最喜欢看你跳舞了，好羡慕，可惜我不会跳。[捂脸]
167,1619684861,换个紧身牛仔裤或者瑜伽裤 绝对火
168,1619684543,见过佳佳老师本人，超美，上课一般素颜，皮肤好的没话说，镜头忒这么近拍，有几个还能这么美的，上镜七分胖，本人脸不要太小哦，一个字美，为佳佳老师打call[玫瑰]
169,1619684540,每天都这么开心的嘛[可怜]
170,1619684415,我真的爱死佳佳了
171,1619684272,颜值高，身材好，跳舞却是亮点[泣不成声][泣不成声]
172,1619684224,笑得真好看
173,1619684158,只要是你发的再晚都有人看[色][色]
174,1619684149,穿好衣服不会跳吗？
175,1619684090,胳肢窝好干净
176,1619683919,很有气质[赞]
177,1619683855,近看也好看[惊喜]
178,1619683753,[鼓掌]没人看
179,1619683741,这笑容太治愈了
180,1619684999,我感恩我生活在中国[快哭了]
181,1619685200,"中华儿女倍感幸福
祖国何其伟大"
182,1619686247,印度也有孝子，看来天下的孩子对妈妈的感情都是很深的。祝愿她的母亲能早点康复，毕竟孝心是无价的。
183,1619685213,感恩祖国的强大，感恩我生在中国🇨🇳[赞]
184,1619687071,如果不治疗，就是有氧气也只能多活一段时间吧。
185,1619686811,疫情赶快结束吧
186,1619686796,我爱我的祖国[感谢][感谢][感谢]
187,1619686637,我爱中国[玫瑰]
188,1619686565,天灾无情。
189,1619686461,感恩中国的强大，保护人民安全
190,1619686398,真的好庆幸出生在中国，祖国威武！
191,1619686368,感恩祖国给我们美好，愿祖国强大[比心][比心][比心]
192,1619686335,[感谢][感谢][感谢][感谢]
193,1619685843,我觉得自己好幸运，我的国家太太太可爱了。爱你😘
194,1619685846,庆幸我出生在中国，我骄傲[看][看]
195,1619686135,感恩祖国给我们一个温暖的家园[比心]
196,1619686175,氧气站可以充氧气，但是问题就是没有氧气瓶嘛
197,1619685924,我爱中国🇨🇳
198,1619685721,太可怕了
199,1619685755,喝横河水的时候可不是这个德性[抠鼻]
200,1619688012,灰裤子，爷青回[看]
201,1619689840,美女，我是一路看着你慢慢一点一点堕落下去的[调皮][调皮]
202,1619689626,确实只会这些动作，其他不会
203,1619688472,生产队的驴都没有这么会扭
204,1619687727,肉肉琳
205,1619689418,你的视频除了扭还是扭
206,1619689359,抖音No一[捂脸]
207,1619688724,灰色裤子，yyds！
208,1619688939,女神
209,1619688415,教教我呗[呲牙][玫瑰]
210,1619688336,太好看了
211,1619688316,我最喜欢你啦。视频都保存着。
212,1619687202,灰裤子安排上了
213,1619686823,太好看啦[飞吻][玫瑰]
214,1619686933,@[赞][赞][赞]
215,1619685083,第一嘛宝贝[看]
216,1619685988,[赞][赞][赞][赞][赞][赞]
217,1619688330,[捂脸][鼓掌]
218,1619687255,[666]
219,1619685997,[赞][赞][赞][赞][赞][赞][666][666][666][666]
220,1619685486,[比心][比心][比心]
221,1619688047,[送心]
222,1619689413,以后俩儿子
223,1619688207,裤子不行
224,1619686008,@刘美人^_^ 跳的真好！[偷笑]
225,1619685096,第一 翻我 劝你不要不识抬举！[强]
226,1619686549,喜欢你好长时间了，也不翻我
227,1619687054,嗯，我知道其义自现[愉快]
228,1619360550,衣服@靓朵韵
229,1619373221,仙上加仙
230,1619353814,哪家的阿？
231,1619353933,"太好看了
求链接!!"
232,1619353131,仙女本仙
233,1619353010,新鲜的
234,1619353002,要不要这么美
235,1619352884,第一[看]
236,1619358145,弱弱问一句，全套下来多少RMB[红脸]
237,1619354826,不要那个袖子更好看
238,1619353386,三连问
239,1619656459,这个洗起来麻烦不？ 还是穿一次就扔的[捂脸][捂脸]
240,1619631524,
241,1619623387,咋买
242,1619619387,就喜欢你穿古装[玫瑰][玫瑰]
243,1619613244,哇，这也太好看了吧！
244,1619596019,太美了，想要[比心]
245,1619603821,啊啊啊啊啊！！好爱呀，怎么办！[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
246,1619582774,没找到！[微笑]
247,1619574470,好看啊
248,1619571662,袖子上的那个多余
249,1619534341,@裴记熟食 关注她，好多好看的
250,1619532837,多少米一套[呲牙]
251,1619520087,青子眼睛抬起来的那一刻，我决定了，娶你
252,1619513943,价格劝退[泪奔][泪奔]
253,1619513325,作者小姐姐，可否发几期购买汉服的教学呢？
254,1619506651,真是说不出的奇怪
255,1619511871,好好看的
256,1619505191,不水就好[看]
257,1619502535,有纯白的吗？非常仙的[看]
258,1619500513,是显胯宽嘛？
259,1619489162,神仙颜值[呲牙][呲牙][鼓掌]
260,1619448518,一句话，没钱。
261,1619443661,哇@燕燕爱美人
262,1619435311,@小鹿瑶花手 @✘黎 @欣欣 就是这位作者橱柜里的汉服好好看
263,1619433042,穿上衣服黄黑皮直接变黑皮[看]
264,1619431019,你也太瘦了吧[泣不成声]
265,1619430170,今天，好吧，不用扭也迷倒我了[酷拽]
266,1619429078,粉色果断拒绝
267,1619421839,[玫瑰][玫瑰]
268,1619681584,怎么火了 等会明天给叫到教务处[微笑]
269,1619686314,教导主任：你一直都这么勇敢吗？[看]
270,1619688152,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我愿称之为勇士！
271,1619688789,老师：我怎么上课上着就跑起来了。
272,1619680718,让你火 火到老师看到
273,1619689160,老师:这么说你很勇喽[看][看][看]
274,1619690280,你手机没了
275,1619690280,@雯雯. [看]
276,1619690280,@风眠 [泪奔]
277,1619690096,教导主任：听说你很勇？[看]
278,1619689807,老师现在肯定知道它被鹰抓了[捂脸]
279,1619690279,怎么拍的
280,1619690095,[捂脸]真的是太皮了
281,1619690279,@超爱温柔. 哈哈哈哈哈
282,1619690279,笑死我了。@桃夭. @墨墨. @Nosmoking @小欣不是个美女. @y/.
283,1619689663,无限接近死亡，更能领悟生存的真谛[发呆]
284,1619690277,你好勇噢[奋斗]
285,1619690272,顶风作案 真的好么[暗中观察]
286,1619690097,@kiki 哈哈哈哈哈woc
287,1619689626,我觉得他瞟到了你一眼，但是他不抓你[泪奔]
288,1619690308,@松岛妮可子 @小湯:-D 快整个
289,1619690308,@雾散. 哈哈哈哈哈哈
290,1619690097,@kiki 哈哈哈哈哈woc
291,1619690096,教导主任：听说你很勇？[看]
292,1619690096,@胖大海拉拉 绝了绝了
293,1619690096,@莎士比亚 [看][看]
294,1619690096,@盜獄極樂 哈哈哈哈
295,1619690096,@不该 哈哈哈哈哈哈哈哈h[偷笑]
296,1619690095,哇一个学校，你几班的
297,1619690095,[捂脸]真的是太皮了
298,1619690095,@阿祺同阿亭 [捂脸][捂脸]
299,1619690094,夺笋呐，哈哈哈哈
300,1619690094,@💨💨． 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
301,1619690094,@rpz 你敢不
302,1619690094,@002. 笑死我了
303,1619690094,@刘阿米 🍉 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
304,1619690094,@诗人 [泪奔][泪奔]
305,1619690093,@云中忧忧 @Aimee. 搞一个范老师[黑脸]
306,1619690093,@用户980620 好勇啊
307,1619690093,@沈倦平安喜樂 [泪奔]
308,1619572893,长夜漫漫，无心睡眠啊
309,1619666937,她站不起来
310,1619568897,鞋子也太丑了吧[捂脸]
311,1619603749,看的火大的很，不看了，回去收拾我老婆去了
312,1619671064,有妻如此，夫复何求啊[捂脸]
313,1619688683,[色][玫瑰][比心]香[色][玫瑰][比心]
314,1619688128,有痣[看]
315,1619621212,天天拉她出门
316,1619687369,支持支持
317,1619684989,我女朋友这样穿，我没安全感
318,1619684483,没人要
319,1619683204,放心吧，我是不可能拥有这样一个女朋友的
320,1619613238,假如这样穿 胯子给他打断
321,1619681950,不敢带出去。怕被抢走了[捂脸][捂脸][捂脸]
322,1619677163,@🙈沐子 我直接锁家里
323,1619680102,关键是我没有
324,1619678679,把假如去掉
325,1619674518,@你又没🐻干嘛凶我. 把你关在家[看]
326,1619677158,假如是谁?
327,1619675355,腿打折[发怒]
328,1619674994,老婆么么哒
329,1619676316,这就是绝对领域叭
330,1619673769,不出门了[看]
331,1619672198,只能在家这样穿
332,1619672115,不行 不能这样出门，除非是别人老婆可以[大笑]
333,1619671907,晚上又是一波奇迹之光[看]
334,1619670638,前提是你得是我女朋友[微笑]
335,1619670259,假如我有女朋友的话[捂脸][捂脸]
336,1619669800,没有身材百搭
337,1619668670,[舔屏][舔屏][舔屏]
338,1619666841,爱了
339,1619666369,脱虚[捂脸][捂脸][捂脸][捂脸]
340,1619666117,这身材这大长腿喜欢[赞]
341,1619665948,首先你得有女朋友
342,1619664433,直接分手[看]
343,1619664426,@迷人的大帅哔 喜欢吗[不失礼貌的微笑][不失礼貌的微笑]
344,1619663478,假如是谁
345,1619662560,我会让她这么出门？
346,1619661668,假如我也不认识
347,1619661576,那我就不要了
348,1619660883,咋收费[捂脸]
349,1619658160,我老婆这样穿，浪费一秒我都感觉是世界末日[泪奔]
350,1619636947,不敢有这样的女朋友
351,1619632745,大美腿奈斯
352,1619623915,脸都看不到
353,1619623786,先要有个女朋友再说
354,1619623273,@LWK 我也想看你这样穿[微笑]
355,1619621295,淦，这样穿，别踏马出门
356,1619618574,这套衣服爱了[爱心]
357,1619617866,我不要假如，我要真的这样
358,1619617328,明天就不是我的女朋友了
359,1619615503,光看容易生病[看]
360,1619594346,想被宠爱无数次，光是浅浅的关心还不够，非要你把我垫在心口，要你分秒都挂念我
361,1619587130,这样穿了，还出门干啥
362,1619576700,想想我会把腿打断我收藏起来[看]
363,1619572966,[飞吻][飞吻][飞吻]
364,1619572641,连续三天不出门
365,1619572367,假如的女朋友管我什么事[捂脸]
366,1619568624,男人[我想静静]
367,1619565982,三天不打上房揭瓦，打一顿就好了
368,1619541977,你就是我女朋友
369,1619527193,怎么联系啊大妹子？[色]
370,1619524337,天天把你扛着走[比心][比心]
371,1619521627,天天扛着走[色]
372,1619517712,必须滴
373,1619688455,@在吗？看看内脏。
374,1619683629,@上官默默
375,1619676923,
376,1619676378,@曹不易！
377,1619675848,@不挽离人
378,1619673389,@张凯旋呀！
379,1619672861,@年轻且优秀
380,1619662919,@L
381,1619616605,@方霄霄吖✨
382,1619597030,@少室山花和尚
383,1619564377,[流泪]
384,1619675748,她能出门算我输
385,1619519966,[赞][赞][赞]
386,1619679518,@ღ___X 出门的那一瞬间上新闻了
387,1619666395,她要敢这么穿，她会矮一截。
388,1619570129,美腿
389,1619522021,穿高跟鞋
390,1619659202,这样怎么能出门[看]就在家里[看]万一领出去领不回来不是亏大了[泪奔]
391,1619683218,电话上说分手 不过现场了
392,1619689148,有啥不敢的，又不是老婆[抠鼻]
393,1619676613,假如我女朋友这样穿，我就叫朋友一起来[灵机一动][灵机一动][灵机一动]
394,1619612572,宜昌哪里？
395,1619684873,[舔屏][舔屏]
396,1619617673,[奸笑]
397,1619667333,能为你这样穿 就能为王总 周总 李总这样穿
398,1619664410,@19
399,1619681346,好丑的鞋，跟男人鞋一样
